Day,Weather,Exam_Day,Price,Food_Type,Demand
Sunday,Rainy,No,48,Beverage,Low
Monday,Rainy,Yes,33,Meal,High
Saturday,Sunny,No,38,Meal,High
Monday,Rainy,Yes,33,Beverage,High
Monday,Rainy,Yes,55,Snack,Low
Monday,Sunny,No,55,Snack,Low
Tuesday,Cloudy,No,44,Snack,High
Monday,Cloudy,No,37,Meal,High
Tuesday,Rainy,Yes,53,Snack,Low
Friday,Rainy,No,26,Snack,Low
Wednesday,Rainy,No,53,Snack,Low
Thursday,Sunny,Yes,53,Meal,Low
Friday,Rainy,Yes,39,Snack,Low
Thursday,Sunny,No,37,Beverage,High
Wednesday,Rainy,Yes,56,Snack,Low
Tuesday,Cloudy,Yes,40,Beverage,High
Thursday,Sunny,No,24,Snack,Low
Tuesday,Cloudy,Yes,41,Beverage,Low
Sunday,Cloudy,Yes,39,Meal,High
Sunday,Rainy,Yes,54,Beverage,Low
Thursday,Sunny,No,21,Beverage,High
Monday,Rainy,Yes,54,Beverage,Low
Tuesday,Sunny,No,28,Snack,High
Tuesday,Rainy,Yes,53,Snack,Low
Thursday,Cloudy,Yes,42,Snack,Low
Friday,Sunny,Yes,34,Meal,High
Thursday,Cloudy,No,29,Snack,High
Wednesday,Cloudy,No,58,Beverage,Low
Friday,Cloudy,No,28,Meal,High
Tuesday,Rainy,Yes,32,Beverage,High
Friday,Rainy,No,51,Beverage,Low
Sunday,Cloudy,No,40,Meal,Low
Monday,Sunny,No,46,Meal,Low
Saturday,Rainy,Yes,58,Beverage,Low
Sunday,Cloudy,Yes,51,Snack,Low
Saturday,Sunny,Yes,55,Beverage,Low
Wednesday,Sunny,No,45,Beverage,Low
Saturday,Sunny,Yes,28,Meal,High
Sunday,Sunny,No,35,Snack,Low
Wednesday,Rainy,No,42,Beverage,High
Tuesday,Sunny,Yes,41,Meal,Low
Thursday,Rainy,No,56,Beverage,Low
Sunday,Sunny,No,28,Meal,Low
Friday,Sunny,Yes,38,Meal,High
Wednesday,Cloudy,Yes,54,Meal,Low
Sunday,Rainy,No,21,Snack,Low
Monday,Rainy,Yes,41,Snack,Low
Wednesday,Cloudy,No,28,Beverage,Low
Sunday,Sunny,Yes,24,Meal,High
Sunday,Cloudy,Yes,43,Meal,High
Monday,Rainy,No,40,Beverage,High
Sunday,Rainy,Yes,53,Meal,Low
Sunday,Sunny,No,43,Snack,Low
Monday,Cloudy,Yes,32,Meal,High
Thursday,Cloudy,No,51,Meal,Low
Wednesday,Rainy,Yes,30,Snack,High
Monday,Cloudy,Yes,46,Meal,High
Saturday,Rainy,Yes,47,Meal,Low
Monday,Rainy,Yes,45,Snack,Low
Thursday,Sunny,No,42,Beverage,Low
Monday,Rainy,No,51,Beverage,Low
Monday,Cloudy,No,40,Beverage,High
Monday,Sunny,No,41,Meal,High
Tuesday,Sunny,No,48,Meal,Low
Wednesday,Rainy,No,46,Snack,Low
Monday,Sunny,Yes,37,Snack,High
Saturday,Sunny,No,57,Snack,Low
Saturday,Sunny,Yes,51,Snack,Low
Sunday,Cloudy,Yes,34,Beverage,High
Wednesday,Sunny,No,25,Beverage,Low
Monday,Rainy,No,60,Beverage,Low
Tuesday,Cloudy,Yes,27,Snack,High
Monday,Sunny,No,32,Snack,High
Thursday,Rainy,No,54,Meal,Low
Monday,Sunny,Yes,55,Beverage,Low
Tuesday,Sunny,No,38,Meal,Low
Thursday,Rainy,No,53,Beverage,Low
Sunday,Cloudy,No,25,Snack,Low
Friday,Rainy,No,45,Beverage,High
Saturday,Sunny,No,53,Snack,Low
Sunday,Cloudy,No,42,Meal,High
Thursday,Rainy,Yes,39,Beverage,Low
Friday,Cloudy,No,60,Snack,Low
Friday,Cloudy,No,32,Meal,Low
Thursday,Rainy,Yes,20,Meal,High
Sunday,Sunny,Yes,27,Snack,High
Monday,Rainy,No,34,Beverage,High
Saturday,Cloudy,Yes,49,Meal,High
Saturday,Rainy,No,26,Meal,Low
Monday,Rainy,Yes,23,Beverage,High
Tuesday,Sunny,Yes,57,Beverage,Low
Saturday,Rainy,No,43,Snack,Low
Thursday,Rainy,Yes,52,Meal,Low
Monday,Cloudy,No,29,Meal,High
Thursday,Cloudy,No,31,Meal,High
Thursday,Sunny,Yes,22,Beverage,High
Tuesday,Cloudy,Yes,51,Snack,Low
Friday,Rainy,No,24,Meal,Low
Thursday,Sunny,Yes,32,Meal,High
Monday,Cloudy,Yes,31,Meal,High
Wednesday,Sunny,Yes,27,Beverage,High
Thursday,Rainy,Yes,52,Beverage,Low
Wednesday,Cloudy,Yes,46,Beverage,High
Monday,Cloudy,No,48,Beverage,Low
Saturday,Cloudy,Yes,32,Meal,High
Saturday,Sunny,No,31,Snack,Low
Wednesday,Cloudy,Yes,31,Meal,High
Thursday,Sunny,Yes,44,Beverage,High
Friday,Rainy,No,23,Snack,Low
Thursday,Cloudy,Yes,48,Beverage,High
Thursday,Sunny,Yes,48,Beverage,High
Friday,Rainy,No,37,Meal,High
Tuesday,Rainy,No,36,Beverage,High
Tuesday,Rainy,No,44,Snack,Low
Monday,Sunny,Yes,57,Beverage,Low
Thursday,Rainy,No,46,Meal,High
Sunday,Cloudy,Yes,35,Meal,High
Thursday,Sunny,Yes,48,Beverage,High
Sunday,Cloudy,Yes,40,Meal,Low
Tuesday,Rainy,Yes,23,Beverage,High
Saturday,Rainy,Yes,36,Meal,Low
Thursday,Sunny,Yes,29,Beverage,High
Saturday,Cloudy,No,21,Beverage,Low
Tuesday,Sunny,Yes,42,Snack,High
Tuesday,Rainy,Yes,33,Beverage,High
Tuesday,Cloudy,Yes,32,Snack,High
Monday,Cloudy,Yes,50,Beverage,High
Monday,Rainy,No,20,Beverage,High
Thursday,Cloudy,Yes,29,Beverage,High
Monday,Sunny,No,20,Snack,Low
Sunday,Cloudy,Yes,35,Snack,High
Monday,Rainy,Yes,53,Meal,Low
Friday,Cloudy,Yes,58,Beverage,Low
Wednesday,Rainy,No,60,Meal,Low
Monday,Rainy,Yes,37,Snack,Low
Thursday,Cloudy,No,35,Meal,Low
Thursday,Cloudy,No,47,Meal,High
Tuesday,Sunny,Yes,52,Beverage,Low
Monday,Sunny,No,58,Snack,Low
Friday,Sunny,Yes,29,Snack,High
Saturday,Cloudy,No,24,Snack,High
Monday,Cloudy,No,24,Beverage,High
Monday,Sunny,No,33,Meal,Low
Friday,Rainy,Yes,43,Meal,Low
Friday,Sunny,Yes,37,Beverage,High
Sunday,Rainy,No,46,Beverage,Low
Monday,Rainy,No,46,Snack,Low
Monday,Cloudy,No,42,Meal,Low
Thursday,Rainy,Yes,41,Meal,Low
Saturday,Sunny,Yes,38,Meal,Low
Monday,Sunny,Yes,28,Snack,High
Wednesday,Cloudy,Yes,49,Beverage,Low
Tuesday,Rainy,No,51,Beverage,Low
Monday,Rainy,Yes,36,Beverage,High
Monday,Rainy,Yes,60,Beverage,Low
Friday,Cloudy,No,50,Beverage,Low
Wednesday,Cloudy,No,51,Meal,Low
Wednesday,Rainy,Yes,22,Meal,High
Tuesday,Rainy,No,32,Snack,Low
Monday,Sunny,Yes,27,Snack,High
Sunday,Sunny,No,44,Meal,Low
Saturday,Rainy,No,59,Snack,Low
Wednesday,Sunny,Yes,21,Beverage,High
Saturday,Cloudy,No,59,Meal,Low
Monday,Rainy,No,27,Beverage,High
Tuesday,Cloudy,No,57,Beverage,Low
Saturday,Sunny,Yes,34,Beverage,High
Monday,Cloudy,Yes,42,Beverage,High
Thursday,Sunny,No,46,Meal,High
Thursday,Cloudy,No,22,Beverage,High
Sunday,Sunny,Yes,31,Snack,High
Thursday,Sunny,No,59,Snack,Low
Saturday,Cloudy,No,34,Meal,High
Saturday,Cloudy,Yes,24,Beverage,High
Thursday,Rainy,No,20,Beverage,High
Saturday,Cloudy,No,42,Beverage,Low
Tuesday,Rainy,No,51,Snack,Low
Tuesday,Cloudy,Yes,34,Snack,High
Friday,Rainy,No,44,Snack,Low
Saturday,Sunny,Yes,58,Meal,Low
Tuesday,Sunny,Yes,55,Beverage,Low
Saturday,Sunny,No,55,Beverage,Low
Friday,Rainy,No,37,Snack,Low
Friday,Rainy,No,22,Beverage,High
Friday,Cloudy,No,53,Snack,Low
Wednesday,Rainy,Yes,37,Beverage,High
Tuesday,Cloudy,Yes,37,Beverage,High
Wednesday,Cloudy,Yes,59,Beverage,Low
Thursday,Cloudy,Yes,55,Meal,Low
Sunday,Cloudy,Yes,32,Beverage,High
Saturday,Cloudy,No,37,Snack,High
Tuesday,Sunny,Yes,43,Snack,High
Monday,Cloudy,Yes,45,Meal,High
Saturday,Rainy,No,50,Beverage,High
Friday,Rainy,Yes,28,Meal,High
Tuesday,Rainy,Yes,30,Meal,High
Friday,Rainy,Yes,20,Snack,High
Friday,Cloudy,No,28,Meal,Low
Friday,Sunny,No,25,Beverage,Low
Tuesday,Rainy,No,52,Beverage,Low
Thursday,Sunny,No,24,Meal,High
Monday,Cloudy,Yes,28,Meal,High
Friday,Rainy,No,53,Beverage,Low
Wednesday,Sunny,No,32,Beverage,High
Tuesday,Cloudy,No,46,Snack,High
Friday,Sunny,Yes,41,Beverage,Low
Friday,Sunny,No,33,Meal,High
Friday,Sunny,Yes,42,Beverage,Low
Tuesday,Cloudy,Yes,55,Snack,Low
Wednesday,Sunny,Yes,27,Snack,High
Wednesday,Rainy,No,57,Meal,Low
Sunday,Cloudy,No,26,Snack,High
Monday,Sunny,No,29,Snack,Low
Friday,Cloudy,No,59,Snack,Low
Thursday,Sunny,Yes,52,Beverage,Low
Sunday,Sunny,Yes,23,Snack,High
Wednesday,Rainy,No,56,Snack,Low
Saturday,Sunny,No,27,Meal,High
Sunday,Rainy,Yes,51,Snack,Low
Tuesday,Sunny,No,51,Meal,Low
Tuesday,Sunny,Yes,29,Beverage,High
Monday,Cloudy,Yes,49,Beverage,Low
Thursday,Cloudy,Yes,26,Meal,High
Tuesday,Rainy,No,51,Meal,Low
Wednesday,Cloudy,Yes,58,Meal,Low
Saturday,Cloudy,Yes,52,Beverage,Low
Thursday,Sunny,Yes,28,Beverage,High
Wednesday,Cloudy,Yes,35,Beverage,High
Saturday,Cloudy,Yes,36,Snack,High
Friday,Cloudy,Yes,42,Beverage,Low
Monday,Sunny,No,20,Meal,High
Thursday,Cloudy,Yes,43,Snack,Low
Monday,Rainy,Yes,33,Meal,High
Sunday,Rainy,No,31,Meal,High
Tuesday,Sunny,Yes,60,Beverage,Low
Saturday,Rainy,Yes,51,Snack,Low
Tuesday,Sunny,Yes,56,Snack,Low
Tuesday,Cloudy,No,33,Snack,Low
Saturday,Rainy,Yes,32,Meal,High
Sunday,Cloudy,No,49,Meal,Low
Saturday,Rainy,No,51,Snack,Low
Tuesday,Cloudy,Yes,24,Meal,High
Monday,Cloudy,No,51,Snack,Low
Tuesday,Cloudy,Yes,50,Snack,Low
Friday,Sunny,Yes,41,Beverage,Low
Friday,Rainy,No,27,Meal,High
Monday,Rainy,Yes,56,Beverage,Low
Monday,Cloudy,Yes,23,Beverage,High
Tuesday,Cloudy,No,33,Snack,High
Saturday,Cloudy,Yes,56,Meal,Low
Sunday,Rainy,Yes,28,Meal,High
Sunday,Rainy,No,44,Meal,Low
Wednesday,Cloudy,Yes,26,Meal,High
Friday,Rainy,Yes,38,Meal,Low
Sunday,Cloudy,Yes,59,Snack,Low
Sunday,Rainy,No,60,Meal,Low
Wednesday,Sunny,Yes,32,Snack,High
Wednesday,Cloudy,Yes,27,Snack,High
Tuesday,Rainy,Yes,51,Meal,Low
Friday,Cloudy,Yes,55,Beverage,Low
Thursday,Cloudy,Yes,40,Beverage,High
Thursday,Cloudy,Yes,38,Meal,High
Monday,Rainy,Yes,52,Beverage,Low
Monday,Sunny,No,28,Meal,High
Tuesday,Rainy,No,22,Meal,High
Sunday,Rainy,Yes,35,Meal,High
Wednesday,Cloudy,No,42,Beverage,High
Saturday,Cloudy,No,53,Beverage,Low
Wednesday,Cloudy,No,55,Meal,Low
Thursday,Cloudy,No,58,Snack,Low
Tuesday,Sunny,No,24,Meal,Low
Monday,Rainy,Yes,41,Meal,Low
Monday,Sunny,No,31,Beverage,Low
Wednesday,Rainy,No,25,Meal,Low
Thursday,Sunny,No,45,Snack,High
Wednesday,Cloudy,Yes,21,Beverage,High
Wednesday,Sunny,Yes,23,Snack,High
Thursday,Rainy,Yes,24,Meal,High
Monday,Cloudy,Yes,55,Beverage,Low
Saturday,Sunny,Yes,50,Beverage,High
Monday,Sunny,Yes,23,Beverage,High
Saturday,Rainy,Yes,43,Snack,Low
Monday,Rainy,No,43,Snack,Low
Sunday,Rainy,Yes,44,Beverage,Low
Friday,Rainy,No,23,Snack,Low
Tuesday,Cloudy,No,50,Beverage,High
Monday,Sunny,No,25,Meal,Low
Tuesday,Rainy,Yes,54,Snack,Low
Saturday,Sunny,No,42,Snack,Low
Thursday,Cloudy,No,39,Snack,Low
Wednesday,Cloudy,Yes,25,Snack,High
Monday,Sunny,Yes,41,Meal,Low
Wednesday,Sunny,No,51,Beverage,Low
Saturday,Sunny,Yes,44,Meal,Low
Friday,Cloudy,Yes,27,Snack,High
Thursday,Cloudy,Yes,48,Beverage,High
Thursday,Cloudy,No,56,Beverage,Low
Thursday,Rainy,Yes,36,Snack,Low
Friday,Rainy,No,24,Snack,Low
Sunday,Rainy,Yes,27,Beverage,High
Sunday,Sunny,No,55,Meal,Low
Monday,Rainy,No,30,Meal,Low
Friday,Cloudy,No,22,Snack,Low
Sunday,Sunny,Yes,35,Beverage,High
Saturday,Rainy,Yes,23,Snack,High
Tuesday,Rainy,Yes,22,Beverage,High
Saturday,Sunny,Yes,23,Meal,High
Tuesday,Cloudy,No,54,Meal,Low
Saturday,Sunny,No,31,Beverage,Low
Sunday,Cloudy,No,36,Meal,Low
Tuesday,Sunny,No,26,Snack,Low
Tuesday,Sunny,No,26,Beverage,High
Sunday,Cloudy,No,48,Beverage,High
Sunday,Rainy,No,46,Beverage,Low
Sunday,Rainy,No,23,Snack,Low
Monday,Sunny,Yes,48,Snack,Low
Monday,Cloudy,Yes,52,Meal,Low
Saturday,Cloudy,Yes,22,Meal,High
Thursday,Rainy,No,27,Snack,Low
Thursday,Sunny,No,60,Meal,Low
Friday,Rainy,Yes,41,Meal,Low
Friday,Sunny,Yes,20,Beverage,High
Tuesday,Rainy,Yes,54,Beverage,Low
Friday,Cloudy,No,29,Meal,Low
Thursday,Sunny,No,23,Snack,Low
Tuesday,Cloudy,Yes,44,Snack,High
Sunday,Rainy,Yes,20,Meal,High
Thursday,Sunny,Yes,44,Meal,High
Monday,Sunny,No,46,Meal,Low
Tuesday,Cloudy,Yes,50,Snack,High
Monday,Cloudy,No,45,Beverage,Low
Wednesday,Rainy,No,28,Beverage,High
Friday,Cloudy,No,55,Beverage,Low
Saturday,Rainy,No,33,Beverage,High
Sunday,Rainy,Yes,43,Snack,Low
Monday,Sunny,Yes,58,Meal,Low
Thursday,Sunny,Yes,41,Meal,High
Thursday,Cloudy,Yes,56,Snack,Low
Friday,Sunny,No,20,Meal,Low
Wednesday,Sunny,No,54,Snack,Low
Monday,Sunny,No,40,Beverage,Low
Saturday,Rainy,Yes,25,Beverage,High
Tuesday,Rainy,No,60,Snack,Low
Thursday,Rainy,No,53,Snack,Low
Wednesday,Sunny,Yes,46,Meal,High
Thursday,Cloudy,Yes,40,Snack,High
Friday,Rainy,Yes,45,Beverage,High
Sunday,Cloudy,No,30,Snack,Low
Saturday,Cloudy,Yes,46,Meal,Low
Sunday,Rainy,No,21,Beverage,High
Wednesday,Cloudy,No,27,Meal,High
Sunday,Sunny,No,22,Snack,High
Monday,Cloudy,No,58,Snack,Low
Sunday,Rainy,Yes,22,Meal,High
Thursday,Sunny,No,44,Beverage,High
Thursday,Rainy,No,21,Snack,Low
Wednesday,Cloudy,Yes,44,Snack,Low
Saturday,Cloudy,Yes,40,Snack,High
Saturday,Cloudy,No,53,Snack,Low
Wednesday,Rainy,No,29,Beverage,Low
Monday,Cloudy,Yes,33,Beverage,High
Friday,Cloudy,Yes,23,Snack,High
Thursday,Sunny,Yes,53,Beverage,Low
Friday,Rainy,Yes,50,Snack,Low
Tuesday,Sunny,No,46,Snack,High
Sunday,Sunny,No,46,Snack,High
Friday,Sunny,Yes,38,Meal,Low
Saturday,Rainy,No,39,Beverage,Low
Tuesday,Sunny,Yes,28,Meal,High
Saturday,Cloudy,Yes,46,Beverage,Low
Thursday,Rainy,No,53,Snack,Low
Tuesday,Sunny,Yes,58,Beverage,Low
Monday,Sunny,Yes,37,Meal,Low
Thursday,Sunny,No,22,Beverage,High
Thursday,Cloudy,No,36,Snack,Low
Thursday,Sunny,Yes,47,Snack,High
Monday,Rainy,No,32,Snack,Low
Tuesday,Cloudy,No,23,Snack,Low
Wednesday,Cloudy,Yes,21,Meal,High
Thursday,Sunny,No,45,Beverage,High
Tuesday,Rainy,No,40,Beverage,Low
Thursday,Cloudy,Yes,38,Beverage,Low
Sunday,Sunny,Yes,36,Snack,High
Saturday,Cloudy,Yes,54,Meal,Low
Friday,Cloudy,No,36,Snack,High
Monday,Sunny,Yes,50,Meal,High
Thursday,Sunny,Yes,44,Meal,High
Thursday,Cloudy,No,34,Beverage,Low
Saturday,Sunny,Yes,45,Meal,High
Sunday,Cloudy,Yes,47,Snack,Low
Wednesday,Cloudy,Yes,45,Snack,Low
Sunday,Rainy,No,55,Meal,Low
Sunday,Sunny,Yes,26,Beverage,High
Thursday,Cloudy,Yes,45,Snack,Low
Saturday,Cloudy,No,56,Meal,Low
Tuesday,Sunny,No,44,Snack,Low
Thursday,Cloudy,No,45,Meal,High
Saturday,Cloudy,No,23,Beverage,Low
Saturday,Sunny,No,41,Beverage,Low
Friday,Sunny,Yes,30,Meal,High
Monday,Cloudy,Yes,24,Snack,High
Wednesday,Sunny,No,47,Beverage,Low
Sunday,Rainy,Yes,47,Beverage,Low
Wednesday,Sunny,No,36,Meal,Low
Monday,Sunny,Yes,41,Snack,High
Monday,Rainy,No,24,Beverage,High
Wednesday,Rainy,No,47,Snack,Low
Saturday,Sunny,Yes,41,Beverage,Low
Saturday,Sunny,No,30,Beverage,High
Tuesday,Cloudy,Yes,38,Beverage,Low
Monday,Sunny,Yes,58,Meal,Low
Sunday,Sunny,Yes,35,Beverage,High
Thursday,Cloudy,No,35,Snack,Low
Thursday,Sunny,Yes,53,Meal,Low
Sunday,Cloudy,No,23,Beverage,Low
Sunday,Rainy,Yes,36,Meal,Low
Saturday,Sunny,Yes,41,Beverage,High
Tuesday,Cloudy,No,26,Beverage,Low
Friday,Rainy,No,49,Snack,Low
Sunday,Sunny,No,31,Snack,High
Saturday,Cloudy,Yes,23,Snack,High
Friday,Sunny,Yes,23,Beverage,High
Saturday,Cloudy,No,46,Snack,High
Sunday,Sunny,Yes,45,Beverage,High
Sunday,Sunny,Yes,21,Meal,High
Tuesday,Rainy,Yes,59,Meal,Low
Saturday,Sunny,Yes,32,Meal,High
Sunday,Cloudy,Yes,58,Snack,Low
Sunday,Sunny,Yes,38,Snack,Low
Monday,Rainy,No,56,Beverage,Low
Friday,Sunny,Yes,59,Beverage,Low
Thursday,Cloudy,Yes,30,Snack,High
Saturday,Cloudy,No,29,Meal,High
Thursday,Sunny,No,37,Beverage,Low
Saturday,Rainy,Yes,31,Snack,High
Monday,Sunny,Yes,48,Snack,High
Saturday,Rainy,Yes,42,Meal,Low
Sunday,Sunny,No,45,Beverage,Low
Wednesday,Sunny,Yes,58,Beverage,Low
Wednesday,Sunny,Yes,41,Meal,High
Tuesday,Rainy,Yes,54,Meal,Low
Wednesday,Sunny,Yes,21,Beverage,High
Tuesday,Sunny,Yes,54,Snack,Low
Wednesday,Rainy,No,59,Snack,Low
Saturday,Cloudy,No,28,Beverage,Low
Friday,Cloudy,No,56,Meal,Low
Sunday,Rainy,Yes,50,Beverage,High
Monday,Cloudy,Yes,56,Beverage,Low
Friday,Rainy,No,26,Meal,Low
Saturday,Sunny,No,52,Meal,Low
Friday,Cloudy,Yes,60,Beverage,Low
Wednesday,Rainy,Yes,31,Meal,High
Sunday,Rainy,No,43,Snack,Low
Friday,Cloudy,No,27,Snack,High
Friday,Cloudy,No,43,Meal,Low
Sunday,Sunny,Yes,45,Beverage,Low
Monday,Cloudy,Yes,60,Meal,Low
Sunday,Cloudy,Yes,37,Beverage,Low
Thursday,Rainy,Yes,34,Snack,High
Sunday,Rainy,No,57,Meal,Low
Saturday,Cloudy,Yes,37,Beverage,Low
Thursday,Cloudy,Yes,39,Meal,High
Saturday,Sunny,Yes,25,Snack,High
Monday,Rainy,No,23,Snack,Low
Thursday,Rainy,No,40,Snack,Low
Thursday,Cloudy,Yes,40,Meal,Low
Friday,Sunny,No,56,Snack,Low
Tuesday,Cloudy,Yes,34,Meal,High
Sunday,Sunny,Yes,56,Beverage,Low
Sunday,Sunny,No,36,Snack,Low
Thursday,Rainy,Yes,27,Snack,High
Monday,Rainy,Yes,20,Beverage,High
Saturday,Rainy,Yes,46,Meal,High
Saturday,Sunny,No,45,Meal,Low
Thursday,Cloudy,No,50,Meal,High
Monday,Rainy,No,22,Snack,Low
Friday,Rainy,Yes,40,Meal,High
Wednesday,Rainy,Yes,43,Snack,Low
Saturday,Cloudy,No,51,Beverage,Low
Sunday,Sunny,Yes,20,Beverage,High
Thursday,Cloudy,Yes,52,Snack,Low
Sunday,Sunny,Yes,38,Beverage,High
Friday,Cloudy,Yes,21,Meal,High
Friday,Sunny,Yes,24,Snack,High
Monday,Rainy,Yes,25,Meal,High
Tuesday,Sunny,No,56,Meal,Low
Tuesday,Sunny,Yes,44,Beverage,High
Thursday,Cloudy,Yes,37,Beverage,High
Wednesday,Sunny,No,43,Beverage,Low
Friday,Rainy,Yes,45,Beverage,High
Friday,Cloudy,No,52,Beverage,Low
Wednesday,Cloudy,Yes,51,Beverage,Low
Saturday,Sunny,No,36,Meal,Low
Sunday,Rainy,No,33,Beverage,High
Sunday,Sunny,Yes,60,Beverage,Low
Saturday,Sunny,Yes,60,Beverage,Low
Monday,Rainy,Yes,45,Beverage,Low
Saturday,Cloudy,No,50,Beverage,High
Saturday,Cloudy,Yes,37,Beverage,High
Wednesday,Cloudy,Yes,60,Meal,Low
Friday,Cloudy,No,59,Meal,Low
Tuesday,Rainy,Yes,56,Beverage,Low
Monday,Cloudy,Yes,40,Meal,High
Thursday,Sunny,No,29,Meal,High
Wednesday,Cloudy,Yes,46,Snack,High
Wednesday,Rainy,No,36,Snack,Low
Tuesday,Sunny,Yes,31,Meal,High
Wednesday,Rainy,Yes,35,Meal,High
Thursday,Cloudy,No,50,Meal,Low
Monday,Rainy,No,30,Snack,Low
Thursday,Cloudy,No,51,Beverage,Low
Thursday,Sunny,Yes,25,Snack,High
Thursday,Rainy,No,35,Beverage,High
Saturday,Cloudy,Yes,52,Meal,Low
Sunday,Rainy,No,30,Snack,Low
Thursday,Cloudy,No,45,Meal,High
Sunday,Cloudy,Yes,21,Beverage,High
Wednesday,Rainy,Yes,56,Snack,Low
Saturday,Cloudy,No,40,Meal,High
Thursday,Cloudy,No,50,Snack,High
Sunday,Cloudy,Yes,26,Snack,High
Tuesday,Cloudy,No,47,Snack,High
Wednesday,Sunny,No,31,Meal,Low
Monday,Sunny,Yes,20,Meal,High
Sunday,Rainy,Yes,22,Beverage,High
Tuesday,Sunny,Yes,25,Snack,High
Monday,Rainy,Yes,25,Beverage,High
Thursday,Cloudy,No,51,Beverage,Low
Saturday,Rainy,Yes,34,Snack,High
Tuesday,Cloudy,No,51,Meal,Low
Sunday,Rainy,Yes,24,Meal,High
Tuesday,Cloudy,No,25,Snack,High
Monday,Cloudy,No,55,Beverage,Low
Thursday,Cloudy,Yes,22,Meal,High
Wednesday,Cloudy,Yes,34,Beverage,High
Saturday,Cloudy,No,50,Meal,Low
Thursday,Cloudy,Yes,53,Beverage,Low
Wednesday,Cloudy,Yes,34,Meal,High
Saturday,Cloudy,Yes,54,Snack,Low
Saturday,Sunny,Yes,21,Beverage,High
Friday,Sunny,Yes,39,Meal,Low
Saturday,Cloudy,No,21,Meal,High
Thursday,Rainy,No,36,Meal,High
Wednesday,Rainy,Yes,24,Meal,High
Monday,Rainy,Yes,37,Meal,Low
Wednesday,Sunny,Yes,29,Beverage,High
Monday,Sunny,No,54,Beverage,Low
Monday,Sunny,Yes,60,Snack,Low
Tuesday,Sunny,Yes,48,Meal,Low
Friday,Cloudy,Yes,40,Beverage,High
Sunday,Sunny,No,21,Beverage,Low
Thursday,Sunny,No,25,Meal,High
Friday,Cloudy,No,59,Beverage,Low
Sunday,Cloudy,Yes,56,Beverage,Low
Wednesday,Cloudy,Yes,26,Snack,High
Friday,Rainy,Yes,39,Snack,Low
Wednesday,Rainy,No,26,Snack,Low
Friday,Sunny,Yes,38,Beverage,High
Tuesday,Sunny,No,56,Snack,Low
Friday,Sunny,Yes,33,Meal,High
Sunday,Cloudy,Yes,51,Snack,Low
Wednesday,Cloudy,No,33,Meal,Low
Thursday,Rainy,Yes,27,Beverage,High
Monday,Rainy,No,38,Beverage,High
Tuesday,Sunny,Yes,24,Snack,High
Saturday,Rainy,No,23,Meal,Low
Monday,Rainy,No,33,Beverage,High
Monday,Cloudy,Yes,56,Snack,Low
Wednesday,Sunny,No,30,Snack,High
Friday,Cloudy,Yes,26,Snack,High
Tuesday,Rainy,Yes,29,Snack,High
Wednesday,Rainy,No,49,Meal,Low
Thursday,Cloudy,Yes,23,Meal,High
Saturday,Rainy,No,56,Meal,Low
Sunday,Sunny,Yes,37,Beverage,High
Friday,Sunny,Yes,28,Snack,High
Tuesday,Sunny,No,55,Meal,Low
Saturday,Rainy,No,38,Beverage,High
Tuesday,Cloudy,Yes,25,Snack,High
Tuesday,Rainy,Yes,23,Beverage,High
Friday,Rainy,No,32,Snack,Low
Saturday,Rainy,No,38,Beverage,Low
Sunday,Rainy,No,57,Meal,Low
Tuesday,Cloudy,Yes,49,Beverage,High
Thursday,Rainy,No,58,Meal,Low
Tuesday,Cloudy,Yes,23,Snack,High
Sunday,Cloudy,Yes,32,Snack,High
Tuesday,Sunny,Yes,43,Meal,Low
Wednesday,Sunny,No,35,Snack,High
Wednesday,Rainy,Yes,28,Snack,High
Thursday,Rainy,Yes,43,Meal,High
Tuesday,Cloudy,Yes,58,Meal,Low
Monday,Sunny,No,58,Snack,Low
Monday,Sunny,Yes,37,Snack,High
Wednesday,Sunny,No,48,Beverage,Low
Thursday,Sunny,Yes,28,Snack,High
Thursday,Sunny,No,50,Meal,Low
Monday,Sunny,No,55,Beverage,Low
Tuesday,Rainy,Yes,43,Meal,Low
Sunday,Sunny,No,50,Beverage,Low
Sunday,Rainy,Yes,41,Meal,High
Saturday,Cloudy,No,42,Meal,Low
Saturday,Sunny,No,37,Meal,High
Wednesday,Sunny,No,56,Snack,Low
Thursday,Sunny,No,54,Beverage,Low
Tuesday,Cloudy,No,55,Snack,Low
Friday,Rainy,Yes,28,Snack,High
Friday,Sunny,Yes,23,Snack,High
Monday,Rainy,Yes,40,Meal,High
Sunday,Rainy,Yes,35,Snack,High
Sunday,Cloudy,Yes,32,Beverage,High
Saturday,Sunny,Yes,40,Meal,Low
Friday,Rainy,No,21,Snack,Low
Friday,Sunny,Yes,26,Meal,High
Monday,Rainy,No,50,Snack,Low
Saturday,Rainy,No,55,Snack,Low
Saturday,Sunny,No,56,Snack,Low
Monday,Rainy,Yes,44,Beverage,High
Tuesday,Cloudy,No,26,Snack,High
Tuesday,Rainy,No,35,Beverage,Low
Monday,Rainy,No,32,Beverage,Low
Friday,Cloudy,Yes,25,Snack,High
Monday,Sunny,No,24,Beverage,High
Monday,Rainy,No,38,Snack,Low
Friday,Cloudy,Yes,22,Meal,High
Sunday,Rainy,No,48,Meal,High
Thursday,Sunny,No,32,Beverage,Low
